Year,Land use category,Land use,Irrigation,Sources,GHG sequestration (Mt CO2e)
2016,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2016,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2016,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2016,Crop,Summer legumes,irr,TCO2E_Ecological Grazing,0.0
2016,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2016,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2016,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2016,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2016,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2016,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2016,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2017,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2017,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2017,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2017,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2017,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2017,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2017,Crop,Stone fruit,irr,TCO2E_Ecological Grazing,0.0
2017,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2017,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2017,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2017,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2017,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2017,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2017,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2017,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2017,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2018,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2018,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2018,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2018,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2018,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2018,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2018,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2018,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2018,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2018,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2018,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2018,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2018,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2018,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2018,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2019,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2019,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2019,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2019,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2019,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2019,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2019,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2019,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2019,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2019,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2019,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2019,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2019,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2019,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2019,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2020,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2020,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2020,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2020,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2020,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2020,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2020,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2020,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2020,Crop,Summer legumes,irr,TCO2E_Ecological Grazing,0.0
2020,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2020,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2020,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2020,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2020,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2020,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2020,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2021,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2021,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2021,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2021,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2021,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2021,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2021,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2021,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2021,Crop,Summer oilseeds,irr,TCO2E_Ecological Grazing,0.0
2021,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2021,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2021,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2021,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2021,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2021,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2021,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2022,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2022,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2022,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2022,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2022,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2022,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2022,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2022,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2022,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2022,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2022,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2022,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2022,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2022,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2022,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2023,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2023,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2023,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2023,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2023,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2023,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2023,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2023,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2023,Crop,Summer legumes,irr,TCO2E_Ecological Grazing,0.0
2023,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2023,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2023,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2023,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2023,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2023,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2023,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2024,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2024,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2024,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2024,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2024,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2024,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2024,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2024,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2024,Crop,Summer legumes,irr,TCO2E_Ecological Grazing,0.0
2024,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2024,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2024,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2024,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2024,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2024,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2024,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2025,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2025,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2025,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2025,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2025,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2025,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2025,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2025,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2025,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2025,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2025,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2025,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2025,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2025,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2025,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2026,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2026,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2026,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2026,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2026,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2026,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2026,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2026,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2026,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2026,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2026,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2026,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2026,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2026,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2026,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2027,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2027,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2027,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2027,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2027,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2027,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2027,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2027,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2027,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2027,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2027,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2027,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2027,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2027,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2027,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2028,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2028,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2028,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2028,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2028,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2028,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2028,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2028,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2028,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2028,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2028,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2028,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2028,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2028,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2028,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2029,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2029,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2029,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2029,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2029,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2029,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2029,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2029,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2029,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2029,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2029,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2029,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2029,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2029,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2029,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2030,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2030,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2030,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2030,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2030,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2030,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2030,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2030,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2030,Crop,Summer legumes,irr,TCO2E_Ecological Grazing,0.0
2030,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2030,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2030,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2030,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2030,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2030,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2030,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2031,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2031,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2031,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2031,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2031,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2031,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2031,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2031,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2031,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2031,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2031,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2031,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2031,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2031,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2031,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2032,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2032,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2032,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2032,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2032,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2032,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2032,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2032,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2032,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2032,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2032,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2032,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2032,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2032,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2032,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2033,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2033,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2033,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2033,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2033,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2033,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2033,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2033,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2033,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2033,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2033,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2033,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2033,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2033,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2033,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2034,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2034,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2034,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2034,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2034,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2034,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2034,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2034,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2034,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2034,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2034,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2034,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2034,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2034,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2034,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2035,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2035,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2035,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2035,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2035,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2035,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2035,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2035,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2035,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2035,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2035,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2035,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2035,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2035,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2035,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2036,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2036,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2036,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2036,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2036,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2036,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2036,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2036,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2036,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2036,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2036,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2036,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2036,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2036,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2036,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2037,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2037,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2037,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2037,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2037,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2037,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2037,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2037,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2037,Crop,Summer legumes,irr,TCO2E_Ecological Grazing,0.0
2037,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2037,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2037,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2037,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2037,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2037,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2037,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2038,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2038,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2038,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2038,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2038,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2038,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2038,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2038,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2038,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2038,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2038,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2038,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2038,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2038,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2038,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2039,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2039,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2039,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2039,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2039,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2039,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2039,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2039,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2039,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2039,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2039,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2039,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2039,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2039,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2039,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2040,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2040,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2040,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2040,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2040,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2040,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2040,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2040,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2040,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2040,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2040,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2040,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2040,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2040,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2040,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2041,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2041,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2041,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2041,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2041,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2041,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2041,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2041,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2041,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2041,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2041,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
2041,Crop,Winter oilseeds,irr,TCO2E_Ecological Grazing,0.0
2041,Livestock,Beef,irr,TCO2E_Ecological Grazing,
2041,Livestock,Dairy,irr,TCO2E_Ecological Grazing,
2041,Livestock,Sheep,irr,TCO2E_Ecological Grazing,
2042,Crop,Cotton,irr,TCO2E_Ecological Grazing,0.0
2042,Crop,Grapes,irr,TCO2E_Ecological Grazing,0.0
2042,Crop,Hay,irr,TCO2E_Ecological Grazing,0.0
2042,Crop,Nuts,irr,TCO2E_Ecological Grazing,0.0
2042,Crop,Other non-cereal crops,irr,TCO2E_Ecological Grazing,0.0
2042,Crop,Rice,irr,TCO2E_Ecological Grazing,0.0
2042,Crop,Sugar,irr,TCO2E_Ecological Grazing,0.0
2042,Crop,Summer cereals,irr,TCO2E_Ecological Grazing,0.0
2042,Crop,Vegetables,irr,TCO2E_Ecological Grazing,0.0
2042,Crop,Winter cereals,irr,TCO2E_Ecological Grazing,0.0
2042,Crop,Winter legumes,irr,TCO2E_Ecological Grazing,0.0
